Num,Hotel Name,Price,Rating,Comments Count,Address,Href
94,行程印巷酒店(苏州甪直古镇店),¥163起,4.4,共326条点评,甪直镇鸣市路153号,https://www.ly.com/hotel/hoteldetail?hotelId=64105317&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A1102%7C%2a%7CqId%3A0a6c53b3-50cb-4015-8db2-f9f993b6620f%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1102%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AC%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A64105317%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=281
95,花居·拾光漫舍精品酒店(苏州木渎古镇大治桥地铁站店),¥431起,4.9,共1164条点评,木渎镇珠江南路788号6幢101室,https://www.ly.com/hotel/hoteldetail?hotelId=64105317&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A1102%7C%2a%7CqId%3A0a6c53b3-50cb-4015-8db2-f9f993b6620f%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1102%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AC%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A64105317%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=281
96,易佰良品酒店(苏大附一院十梓街店),¥236起,4.4,共341条点评,十梓街467号,https://www.ly.com/hotel/hoteldetail?hotelId=64105317&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A1102%7C%2a%7CqId%3A0a6c53b3-50cb-4015-8db2-f9f993b6620f%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1102%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AC%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A64105317%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=281
97,Meet·玖久印象智享酒店(苏州观前街平江路店),¥591起,4.5,共3323条点评,观前街186号,https://www.ly.com/hotel/hoteldetail?hotelId=64105317&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A1102%7C%2a%7CqId%3A0a6c53b3-50cb-4015-8db2-f9f993b6620f%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1102%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AC%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A64105317%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=281
98,布丁精选酒店(苏州石路地铁站店),¥385起,4.4,共368条点评,石路太平坊22号(清真寺对面),https://www.ly.com/hotel/hoteldetail?hotelId=64105317&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A1102%7C%2a%7CqId%3A0a6c53b3-50cb-4015-8db2-f9f993b6620f%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1102%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AC%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A64105317%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=281
99,宋驿酒店(苏州石湖店),¥448起,4.9,共1363条点评,澄湖西路500号鑫悦生活广场3幢,https://www.ly.com/hotel/hoteldetail?hotelId=64105317&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A1102%7C%2a%7CqId%3A0a6c53b3-50cb-4015-8db2-f9f993b6620f%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1102%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AC%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A64105317%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=281
100,花居酒店(苏州园区娄葑店),¥514起,4.9,共307条点评,工业园区南摆宴街69号,https://www.ly.com/hotel/hoteldetail?hotelId=64105317&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A1102%7C%2a%7CqId%3A0a6c53b3-50cb-4015-8db2-f9f993b6620f%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1102%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AC%7C%2a%7Cbkt%3Ar3%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A64105317%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=281
1,星尚客栈(上海虹桥威宁路地铁站店),¥57起,4.9,共2089条点评,威宁路333号5楼,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
2,速8酒店(上海浦东机场晨阳路店),¥72起,4.5,共5675条点评,浦东机场镇川南奉公路1312号(靠近晨阳路),https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
3,悦栖酒店(上海虹桥机场动物园地铁站店),¥66起,4.6,共1605条点评,虹桥路2323号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
4,上海登巴国际连锁客栈(七宝店),¥62起,4.8,共978条点评,吴中路2760号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
5,易佰酒店(上海新国际博览中心世博园店),¥124起,4.8,共1256条点评,昌里东路117号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
6,宿适精选酒店(上海虹桥国展中心店),¥132起,4.7,共5232条点评,曹安公路2688号(近上海二手车交易中心),https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
7,99优选酒店(上海罗秀路地铁站店),¥110起,4.7,共1182条点评,罗秀路887号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
8,一间森林青年旅社(上海外滩签证中心店),¥114起,4.8,共1810条点评,汉口路126号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
9,沁驰精选酒店(上海真北路地铁站店),¥161起,4.8,共2151条点评,金沙江路1628弄7号楼,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
10,锦江之星酒店(上海大学嘉定北地铁站店),¥149起,4.8,共1789条点评,城中路197号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
11,如家酒店·neo(上海新国际博览中心芳华路地铁站店),¥229起,4.7,共1771条点评,沪南路1097号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
12,如家睿柏·云酒店(上海友谊西路地铁站店),¥171起,4.8,共839条点评,友谊路2970号昊耀商业广场内四楼,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
13,艾享酒店(上海阳曲路店),¥176起,4.3,共672条点评,阳曲路475号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
14,一间森林青年旅舍(上海旗舰店),¥76起,4.8,共1837条点评,共和新路700号天道大厦二楼,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
15,城家公寓(上海漕河泾漕宝路地铁站店),¥131起,4.5,共102条点评,漕宝路91号(漕宝路和习勤路交叉口),https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
16,上海夜宿晓行青年旅舍(火车站汉中路地铁站店),¥72起,4.6,共1495条点评,恒丰路55号夜宿晓行二楼,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
17,吉泰精品连锁酒店(上海田子坊店),¥209起,4.4,共1093条点评,徐家汇路548号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
18,美时酒店(上海长江南路店),¥213起,4.9,共1529条点评,长江南路860号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
19,格林豪泰酒店(上海虹桥机场动物园地铁站店),¥166起,4.5,共736条点评,哈密路1721号,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
20,漫怡优选酒店(上海浦东机场店),¥304起,4.6,共964条点评,施镇路396弄,https://www.ly.com/hotel/hoteldetail?hotelId=71846405&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A71846405%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=57
21,弗思特逸住酒店(上海上生新所延安西路地铁站店),¥234起,4.8,共890条点评,定西路657号,https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
22,如家派柏·云酒店(上海浦东机场川沙地铁站店),¥159起,4.5,共958条点评,川沙路5107号,https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
23,宿适精选酒店(虹梅路地铁站店),¥135起,4.7,共1975条点评,"古美路1500号,漕宝路交汇口",https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
24,景莱酒店·臻选(上海威宁路地铁站店),¥501起,4.8,共2760条点评,威宁路428号(威宁大厦),https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
25,如家酒店(上海新国际博览中心高科西路罗山路店),¥141起,4.8,共860条点评,高科西路4057号,https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
26,汉庭酒店(上海安亭汽车城店),¥136起,4.9,共476条点评,昌吉路156弄26号(昌吉路与洛浦路交叉路口),https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
27,城家公寓(上海徐汇大木桥地铁站店),¥206起,4.4,共478条点评,小木桥路456号2号楼,https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
28,汉庭酒店(上海真金路店),¥187起,4.9,共673条点评,真金路1106号,https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
29,汉庭酒店(上海华泾店),¥243起,4.9,共274条点评,龙吟路67号,https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
30,7天连锁酒店(上海东川路交大店),¥147起,4.5,共896条点评,沪闵路445号,https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
31,吉泰连锁酒店(上海本溪路新华医院店),¥227起,4.3,共970条点评,本溪路197号,https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
32,汉庭酒店(上海中山医院枫林路店),¥333起,4.8,共296条点评,枫林路289号,https://www.ly.com/hotel/hoteldetail?hotelId=92512347&filterList=&inDate=2024-02-13&outDate=2024-02-16&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7611e8f0-cf1d-4b5b-a303-29d5f5043cb4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Csmz%3AA%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92512347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C&prc=234
